Mfcc0;Mfcc1;Mfcc2;Mfcc3;Mfcc4;Mfcc5;Mfcc6;Mfcc7;Mfcc8;Mfcc9;Mfcc10;Mfcc11;Mfcc12;Mfcc13;Mfcc14;Mfcc15;Mfcc16;Mfcc17;Mfcc18;Mfcc19;Mfcc20;Mfcc21;Mfcc22;Mfcc23;Mfcc24;Mfcc25;Mfcc26;Mfcc27;Mfcc28;Mfcc29;Mfcc30;Mfcc31;Mfcc32;Mfcc33;Mfcc34;Mfcc35;Mfcc36;Mfcc37;Mfcc38;Mfcc39;Mfcc40;Mfcc41;Mfcc42;Mfcc43;Mfcc44;Mfcc45;Mfcc46;Mfcc47;Mfcc48;Mfcc49;Mfcc50;Mfcc51;Mfcc52;Mfcc53;Mfcc54;Mfcc55;Mfcc56;Mfcc57;Mfcc58;Mfcc59;Mfcc60;Mfcc61;Mfcc62;Mfcc63;Mfcc64;Mfcc65;Mfcc66;Mfcc67;Mfcc68;Mfcc69;frame_energy;frame_zcr;frame_pitch;emotion;wav_files
25.3007;23.5537;21.4196;24.2635;22.609;23.3153;23.1648;21.3154;15.3493;15.1516;21.1719;18.4699;24.374;24.6437;24.6434;20.3781;22.7585;21.0044;16.4179;11.5221;11.8152;9.63845;19.9679;21.6962;19.7172;13.9566;7.71041;9.22677;9.45618;9.2888;8.53074;14.1437;16.6093;17.9405;20.7813;21.9732;18.2836;11.2588;12.0665;15.6443;20.9124;17.6804;19.3917;21.5296;28.0717;32.0106;32.0026;32.6868;33.5052;33.985;27.2781;25.6421;18.0361;15.0534;24.7673;25.7167;23.716;22.1351;21.1025;20.1511;18.7422;18.4673;19.6508;22.9684;25.3754;25.054;23.6745;23.8307;20.6809;5.19354;2656.98925781;0.0253736115992;100.521972656;L;10b10Lc.wav
19.2267;11.9778;16.0319;10.4046;13.1192;17.2053;18.9882;11.6371;18.4218;12.441;12.9929;7.4978;10.0115;5.65847;6.98148;10.4879;7.79941;10.1107;1.10822;-4.91828;-6.50759;-6.02346;-13.2157;-8.41488;-12.7529;-7.29111;-6.23293;-3.19772;-5.48663;-1.71505;-2.80303;-7.18573;-5.54607;-14.1286;-8.45984;-7.45878;-2.14162;-3.16352;5.18015;-0.738183;4.16721;5.57366;-0.267168;1.94704;6.7009;3.81052;8.56681;9.45129;5.94895;7.03585;2.02631;1.70475;-2.24843;-0.0486398;-0.541573;4.02779;7.44538;12.8861;19.896;15.3334;9.19096;15.4376;10.8071;12.3031;15.5067;19.0654;18.0887;16.3762;18.5076;17.8925;3964.76074219;0.0504074916244;177.731338501;L;16b09La.wav
11.5372;16.1232;17.2535;14.5378;4.80509;4.04373;-4.49088;-6.68129;-7.52671;-8.61589;-10.6999;-13.6033;-11.2159;-15.7502;-18.468;-4.00539;-0.92707;1.80585;7.88867;7.66921;3.81701;-0.112685;-5.93845;-11.9432;-15.3436;-23.0575;-22.0173;-20.2794;-21.7786;-22.2509;-19.3941;-14.903;-6.8721;0.912447;9.805;12.04;16.0383;4.09868;-2.76184;-2.88349;2.3724;4.06764;-3.33599;-11.3266;-17.6308;-8.39959;-11.9052;-3.52487;-6.33656;2.23407;15.0703;10.2484;7.87577;4.55954;-7.57904;-12.4814;-17.1629;-18.7566;-26.9218;-15.1789;-6.72854;-11.7197;-9.62158;-5.84872;-2.75087;2.56219;-0.103403;5.53504;3.65721;0.234503;1015.15411377;0.0853544548154;371.855987549;W;16b10Wb.wav
27.7134;28.0193;27.2707;23.1281;29.0923;27.8798;25.0482;22.63;17.5527;17.1927;8.86841;8.61973;5.65747;-0.111513;10.9007;12.7814;11.0908;9.97916;10.6113;7.09762;5.21879;9.60182;8.31011;-1.01213;1.61967;4.98467;-0.717029;-1.6529;-4.97918;4.49284;11.8303;19.5135;12.4771;11.5412;6.50643;-1.40156;-3.14716;-4.21952;2.8611;7.04601;8.15594;5.43421;9.67114;14.2957;11.3231;4.27279;3.99718;4.19594;5.96656;10.4598;10.7307;13.0164;12.4024;7.20901;6.57643;9.15908;8.65768;4.82972;3.66698;1.12327;11.4103;11.7769;11.3363;13.046;9.90706;20.5201;28.0749;22.3841;24.07;27.4763;2413.09350586;0.0505191721022;200.843460083;N;09b01Na.wav
26.012;13.1222;10.8357;16.0661;16.2359;9.25883;12.5481;16.4297;16.2812;15.3437;3.42173;3.70588;4.14219;3.70124;3.9547;5.99591;18.3889;11.4083;12.9623;13.9784;19.8142;18.2015;13.2478;13.1943;12.0546;15.3242;13.597;18.3916;16.6164;12.4043;10.9698;2.90786;14.6612;13.2898;16.1543;14.9554;14.5459;19.3005;25.6512;26.7907;27.1133;27.8507;27.8263;27.3582;25.1091;21.1866;23.1865;19.9023;17.7029;18.0629;18.1208;21.4662;16.774;14.8544;15.6646;9.61219;7.66068;8.77129;14.1764;17.8829;13.5028;16.0529;16.345;15.7931;20.7695;19.3312;17.7286;21.2011;24.5022;26.5358;1470.26586914;0.047351937741;114.449859619;A;10b09Ad.wav
25.226;22.4514;24.6818;7.1524;18.8211;20.6668;18.5897;18.5511;11.3468;13.7495;14.7856;15.1825;14.6657;18.8479;18.3519;21.7881;25.5393;25.3465;20.0405;14.9344;4.59019;-10.3391;1.2508;-2.85003;-0.519022;-1.38119;2.82984;6.85167;4.27697;5.15955;16.1445;25.9162;28.5762;28.5892;30.4484;26.5441;27.6646;25.9707;25.8301;26.4613;25.3272;27.8285;25.9899;28.9852;19.1602;11.2477;6.6236;9.66144;4.4369;4.31011;6.44033;10.8586;11.9966;18.5935;29.8722;29.8053;30.2792;35.6224;35.8059;36.4783;30.7549;25.3943;29.1729;29.1981;28.4559;28.0713;26.1907;27.46;26.1583;27.2238;5030.58447266;0.0377008132637;93.9089126587;T;10a05Tb.wav
12.5744;11.6635;10.6774;13.579;10.2139;15.3613;24.3618;21.6612;5.63925;8.00354;-0.553588;-8.31842;-14.2182;-11.6677;-3.33317;-2.17538;5.62749;5.63865;1.70827;5.04179;-4.27771;-13.732;-10.7342;-11.6218;-13.443;-8.35737;3.82675;3.31214;0.934525;3.26589;-1.05442;-6.26923;-10.4573;-9.5954;-14.2337;-8.71648;-4.15264;4.12906;0.0368945;4.03709;12.5198;16.0669;18.728;8.80287;1.11336;-6.47097;-7.13294;-7.25825;-8.72219;-5.52265;-4.7626;1.57366;6.29399;14.8195;18.7744;14.2324;4.37646;-2.11975;-3.40133;-8.03201;-8.3459;-13.6469;-12.0437;-11.1214;-9.50106;-5.66878;-4.24803;12.5425;21.9775;16.331;2336.140625;0.0388174429536;363.198364258;W;13b10Wa.wav
3.55761;3.80729;0.123023;4.92944;8.88304;-2.26572;20.2675;12.0054;6.17727;-2.14654;-18.4102;-14.4939;-11.1835;-4.49117;-4.95889;-5.62829;-3.92644;-10.4609;-9.79635;-14.3274;-11.5321;-9.79739;-8.24048;-9.01813;-6.25663;-0.859876;2.2606;2.84309;4.95189;0.225742;-1.18348;-8.87872;-16.8438;-22.9872;-17.1122;-15.1128;-13.5946;-3.02408;-3.03272;-10.6965;-0.979058;-5.79579;3.64604;0.501197;-6.39443;-7.87903;-9.04244;-9.37918;-12.0826;-9.2029;-21.726;-13.3404;-16.3383;-11.1898;-11.6122;-22.4474;-11.5574;-7.69525;-4.87128;-4.0357;-7.24642;-1.64524;-8.97704;-2.69672;-4.11078;-6.74719;-5.66792;-4.87848;-1.7547;-8.48336;2087.44262695;0.0545067600906;347.681976318;W;13b03Wc.wav
18.3333;18.9473;16.7812;9.88047;15.2188;20.8631;18.3911;20.2534;22.4414;25.9687;18.3151;7.87164;-2.35107;-0.179615;5.42153;12.1186;7.17317;6.36218;7.81314;10.1655;11.965;11.3071;11.3538;9.23962;8.16955;11.1866;8.31765;7.39397;2.27553;6.78752;1.68465;4.44302;4.12056;1.09395;0.371878;8.41944;6.00061;2.47402;5.19749;6.66332;6.64232;4.58398;-0.0799249;-4.53398;2.53803;4.00738;-2.00125;-6.69875;6.95591;9.56227;20.4375;15.9575;6.05047;7.75483;8.6724;13.4229;9.21756;11.2257;8.95505;7.18781;9.50153;6.5525;3.59997;0.939968;1.00486;15.0297;20.7706;15.5583;12.0564;8.19273;1190.3470459;0.0519771687686;151.46774292;W;12b02Wd.wav
22.4096;26.7077;26.4065;22.3718;16.7631;12.6625;8.98162;12.5124;10.4943;9.15102;20.6145;24.4919;20.4043;20.7411;21.836;19.7675;17.5646;19.6461;24.4845;23.1257;27.7212;25.0183;25.0852;19.2965;19.3688;18.8876;20.417;20.1864;20.1808;19.2881;12.2745;2.21403;2.61724;11.9948;15.9172;2.02996;3.03285;16.7028;19.0744;13.7702;18.6251;18.7399;20.1997;20.7385;21.1067;20.5093;20.1917;19.8778;17.8453;17.4825;16.8976;16.3825;14.4584;14.5715;17.0599;23.2001;19.3773;18.5585;17.4824;16.9733;17.2475;20.2414;24.7917;28.1472;28.4325;28.7318;27.8668;27.6902;28.4418;24.1396;3906.01391602;0.0410113297403;407.416046143;N;10b02Na.wav
19.5172;31.2834;26.8398;28.3899;29.9115;26.6669;27.3167;21.1922;27.3859;13.1488;21.6409;15.8533;14.0331;22.3132;18.297;18.3414;20.736;24.7261;23.3257;20.027;14.8006;10.439;11.6077;2.432;10.9349;5.97744;8.17225;10.1889;8.84943;9.32282;11.2635;14.0887;24.4151;18.3994;23.2643;16.1232;14.3827;10.6519;14.901;14.8857;17.7636;16.3621;14.0418;15.0152;21.4259;23.8833;26.7006;25.5738;11.0489;9.36993;4.70789;4.36212;3.11853;9.43069;11.919;17.5767;20.6067;19.647;27.3058;31.2405;31.8158;27.8105;13.0012;24.0484;22.8748;20.6867;21.0358;18.2514;17.9384;17.8761;2040.05456543;0.0470140688121;147.847457886;T;14a05Ta.wav
20.9523;23.803;25.0068;25.5557;19.5772;25.1699;28.9843;28.5869;15.9511;7.44523;6.93051;9.46262;11.3154;12.5643;9.95906;10.4451;11.1926;16.1693;18.5612;18.7573;17.4252;14.0095;7.16016;2.52651;1.3978;2.16054;-0.511367;3.12979;6.67913;2.46027;10.152;14.0714;0.410828;-2.74157;-3.11081;-0.713891;0.889035;8.21029;12.81;13.2159;15.8543;15.0383;7.53921;11.0213;10.2564;8.4128;9.0556;10.5376;11.5551;7.66966;10.1201;13.2573;18.667;27.0762;25.5251;20.4356;19.072;17.3721;13.0127;17.6655;21.4155;21.5393;15.575;13.8718;10.1581;5.07881;1.22632;3.51921;13.0606;13.9761;2233.86987305;0.0336034968495;114.369499207;N;08b09Nb.wav
23.1054;27.7231;27.8746;23.5117;24.6279;18.0215;17.0984;17.7318;7.62296;8.82054;12.372;5.06628;1.96858;-1.15734;-5.84282;-7.24685;-7.38339;2.92364;11.7553;16.2653;18.1519;19.5838;7.59793;14.638;7.44578;5.50859;-2.6582;-10.2404;-4.67963;-1.34051;-0.943832;1.05006;6.94468;8.16999;4.24186;4.71468;3.21369;4.93195;4.30469;6.18349;3.34566;6.15261;7.24484;8.12893;9.39451;8.53421;15.0621;18.3938;22.3889;22.4779;17.2726;16.9791;19.5611;18.4351;14.5928;10.8354;10.4629;12.0151;17.6237;18.6615;19.3895;19.8693;2.71733;8.39852;13.0778;12.8554;27.0421;26.5944;26.2179;27.6512;2045.5592041;0.0422568209469;171.732406616;N;08a04Nc.wav
19.2102;13.5219;4.79812;2.68421;10.2694;18.5215;15.7133;8.92829;1.63451;-3.17477;-12.1211;-10.6439;-7.97846;-11.5425;-12.5765;-22.4077;-13.9636;-7.04113;-4.6581;-2.02643;-3.42807;-1.08761;-2.67534;2.55693;9.30451;12.7303;5.33711;1.19525;-5.28866;-10.7357;-15.0608;-10.2786;-9.99681;-9.85156;-10.396;-4.35433;-0.539451;3.52795;4.60446;2.57689;4.93587;12.341;14.766;9.465;15.6104;14.885;15.4297;8.59958;9.49692;5.45697;4.42195;0.901618;-1.74826;-7.67884;-8.71057;-11.3158;-14.5669;-9.71187;-11.8484;-8.1794;-7.69818;2.26087;0.940831;6.43471;6.2013;11.6919;9.7428;9.26452;3.90941;1.38451;2626.11962891;0.0496574826539;907.779541016;W;11b03Wb.wav
25.329;18.4122;24.3201;18.152;22.3864;25.8096;20.689;24.9616;22.791;20.8076;13.2286;12.2487;6.57421;2.25906;5.94867;8.35274;5.67787;12.7852;19.4959;18.8914;19.8869;12.1671;13.5129;14.2143;14.7577;3.48526;1.08194;3.21441;0.626697;14.0707;27.3806;20.2463;21.9052;12.163;16.0821;12.7602;4.61403;0.570738;7.06479;17.004;15.0213;10.9723;12.8678;22.3943;16.3424;8.80119;15.804;7.50818;7.26635;3.71712;1.04968;6.66256;9.26153;9.60906;14.4019;20.2269;17.9932;12.5266;14.3772;15.3954;21.4166;17.9025;9.43123;10.653;7.23736;8.88579;9.36732;8.12335;3.30651;-2.03017;2223.54980469;0.0463477745652;300.765625;A;08b10Aa.wav
8.90846;8.45997;17.1193;11.8839;21.4243;22.5093;11.9469;17.6428;15.8036;10.8272;8.79759;6.77815;11.1423;9.03312;12.2563;9.38036;14.192;10.7246;11.2362;11.353;9.52049;10.1894;3.22388;10.629;12.5237;14.367;14.3431;11.7478;7.50137;8.59227;4.79809;6.85988;3.63184;3.38409;2.76351;0.472822;-0.188174;-1.72487;-2.23536;-2.2432;-2.16312;0.487582;13.3724;16.6446;18.1735;13.1742;2.70436;-0.225162;2.0468;-2.00605;-1.34017;-5.88372;-3.71689;-2.82629;4.38715;8.2509;3.38931;1.01249;-11.8987;-6.84276;-5.31689;-5.65082;2.06055;-4.15224;10.1066;19.0676;21.4996;17.754;17.3659;4.59557;2392.85742188;0.0566615462303;186.141311646;W;12a07Wa.wav
-2.09808e-05;-2.09808e-05;23.7395;17.1841;20.3114;18.9206;13.3265;9.27021;10.4718;16.7911;12.4444;11.4192;12.1743;18.5722;20.5217;16.0945;18.5748;19.8581;17.9235;15.6257;17.057;17.98;16.2809;18.426;23.9363;23.5041;26.017;24.5929;19.6436;19.3687;18.6351;19.0942;19.4339;14.6804;5.64584;1.48702;9.65286;16.9991;24.6021;21.512;6.08786;20.7552;20.1521;17.2226;18.2799;19.8451;18.9497;18.906;22.0037;10.724;29.6434;14.883;17.7739;16.1322;20.2481;23.592;20.3664;22.4696;24.8975;21.3369;25.7464;21.1916;21.5567;13.767;14.3471;14.9164;16.5836;16.5367;15.5073;15.6266;1219.19787598;0.0411788634956;118.145431519;A;12b02Ad.wav
14.6698;14.4303;14.4331;7.12836;16.5117;21.3352;16.7044;8.68752;1.3806;-4.70747;-1.30004;4.37725;8.02218;5.78184;1.26425;-2.25593;-0.541056;-2.40214;-7.37128;-14.441;-14.9857;-17.168;-15.0271;-7.66059;-12.8561;-8.38669;-11.618;-15.9513;-13.0923;-13.4886;-13.8711;-2.71852;-4.01637;5.71391;10.002;5.29063;2.5055;1.52311;-0.197334;-5.12007;-19.113;-16.9497;-11.9443;-12.1998;-14.4256;-9.18288;-6.02292;1.62219;-6.75521;-9.55557;-6.46723;-7.92255;-11.7869;-8.06827;-1.27927;-5.56591;-9.19041;-19.2245;-20.4948;-20.6213;-21.5751;-12.983;-8.96772;-1.07357;-6.2889;-3.70827;2.45122;5.67065;9.53168;7.95693;1715.32873535;0.052323218435;364.132354736;W;13b09Wa.wav
9.43235;18.2769;11.1642;5.46353;8.13903;5.88353;2.90633;0.365837;3.6406;3.23478;-3.53556;-3.57046;-4.15109;-6.54089;-7.97083;-12.594;-8.1542;-6.71756;-5.77322;-2.89011;-1.87158;-2.30582;1.57145;-4.31246;-7.88956;-6.57618;-8.26814;-13.023;-15.0432;-12.2701;-12.3073;4.22474;5.91863;3.30645;-5.20498;-6.495;-7.56008;-5.39968;-8.04945;-8.76161;-5.14443;-1.34608;-3.7643;-8.03249;-6.51853;-8.9449;-3.55782;-0.542822;-4.97404;1.43696;3.18721;14.7507;18.3367;15.5979;14.5634;1.38334;7.78204;-2.35539;-6.96257;-1.82685;-2.54268;5.09112;6.88229;6.256;0.63407;-9.32655;-19.9893;-14.4243;-24.8812;-24.5907;1316.78991699;0.0804723128676;256.397094727;F;16b02Fd.wav
15.2323;8.07711;9.21424;18.446;15.3327;15.6011;13.9753;16.1394;19.7363;19.223;13.8807;0.684396;-7.32849;-19.0713;-14.4917;-15.9386;-11.8193;-6.70196;-3.73955;-12.1311;-6.72329;-4.08286;-2.33399;-1.14466;-11.2547;-12.4997;-11.0878;-9.9277;-12.2362;-8.55031;-0.801855;1.17449;-11.8449;-6.68534;-4.26197;7.1381;9.813;3.42122;-1.77899;-5.39807;-6.35202;-11.4007;-15.8172;-10.0311;0.441206;-0.882075;4.71699;12.7226;13.9881;13.5531;10.6469;3.15176;-3.43638;-1.24829;10.4377;15.1168;11.7996;8.96369;7.38069;8.46132;0.868278;7.15879;6.5884;7.16552;2.99294;7.56855;8.69158;11.4979;14.5316;18.1703;1697.9979248;0.0569669753313;142.586700439;W;14b03Wb.wav
13.3824;10.6126;12.338;15.7074;18.796;19.3069;0.194546;-0.158903;0.360867;1.84247;-3.59953;-9.70525;-3.98515;-1.51116;12.4732;16.1877;13.3588;13.7736;6.31459;5.22327;-2.12886;-14.6106;-21.2434;-15.3412;-15.3889;-1.22272;-3.87886;0.227412;1.1728;-3.3136;-9.07271;-11.543;-14.9246;-20.0622;-15.136;-16.7358;-11.8203;3.05572;2.91417;2.13066;0.25398;-5.4276;-3.9683;-2.39166;-8.60897;-5.69753;1.63273;10.0334;8.82973;7.17722;8.75885;5.09978;2.28276;-0.858495;2.4308;4.0804;-2.912;-10.1056;-17.191;-11.9497;-5.65908;-3.18315;0.744377;7.36682;18.2846;0.624808;4.84066;3.12667;-1.58435;-5.01385;921.677612305;0.0696311220527;249.012145996;A;03a04Ad.wav
22.2636;19.3512;25.3316;23.04;21.6878;17.7043;19.3702;17.8274;25.8912;21.8046;27.0863;21.7888;6.87803;18.9159;15.4736;17.4605;14.3586;18.1677;23.2699;23.6131;13.159;9.94756;4.74096;7.47556;6.33315;6.67679;8.71964;15.0636;18.9251;17.9402;20.3673;18.5426;17.4477;16.8609;17.5991;18.1703;19.9205;19.0048;21.0498;21.4051;21.1996;18.4431;17.6819;16.9358;15.8131;16.299;16.5105;17.953;18.4696;18.9115;21.7018;24.5551;25.4999;25.8631;26.1201;26.5856;27.7311;26.0486;22.4855;21.062;18.0164;27.083;32.422;27.6973;24.144;8.37657;10.6446;4.41784;4.83408;9.32583;454.251220703;0.0471961908042;604.489196777;N;15a02Na.wav
20.3154;21.6686;20.3065;21.1442;20.7294;20.5787;20.445;22.9395;22.7114;20.1809;0.715143;3.11743;-0.930291;-7.69073;-4.63264;-1.10621;7.43299;9.31666;9.48055;6.30149;0.212043;-0.540009;-7.47939;-8.15338;-7.05392;-6.16343;-0.94072;-1.25868;4.00135;-4.10537;3.77847;5.5626;4.13151;0.633965;-6.16061;-12.3582;-17.9802;-14.1036;-13.268;-6.94693;-9.77371;5.53134;7.64397;6.40767;1.00555;-2.03482;3.23897;5.23348;7.27359;-3.60278;-9.67933;-4.74152;-5.21683;-1.20445;-0.918844;-5.99626;-4.7127;-2.90879;-5.47968;-8.66336;-8.82895;-3.31802;-2.49775;-0.442527;12.0523;12.1838;14.1936;18.8611;17.7;19.2085;1027.52148438;0.0402275063097;225.717376709;F;08b03Fe.wav
29.6991;31.9273;32.7842;31.1595;31.2446;31.0507;30.1093;28.0297;30.9417;28.0693;21.9784;27.6684;31.1052;25.4836;24.7161;22.2812;23.9284;26.7601;28.9341;30.9885;30.5511;32.8992;32.5533;34.8021;27.9645;27.5179;29.3968;24.8631;29.5472;32.3627;31.2658;34.4167;32.7508;32.0369;27.7834;24.5067;25.6195;24.2139;25.1187;27.5663;27.8973;22.21;17.5937;7.47255;8.9901;12.3824;11.9843;18.0423;24.1242;26.5654;31.2898;18.7622;22.1703;28.3392;33.1874;29.1819;29.0797;29.1285;28.9939;29.7071;27.3961;33.0931;34.4602;37.0731;36.3207;29.0411;30.4441;31.6392;30.7445;33.7167;5760.19335938;0.0283348895609;107.463317871;T;15b03Tc.wav
22.0136;23.3957;23.6016;14.4303;13.1781;8.20497;7.85459;-3.07446;-10.7597;-9.808;-18.5546;-12.4469;-12.0383;-9.78261;-8.92814;-8.62726;-13.279;-9.46936;-11.0047;-14.1212;-16.7066;-18.8059;-17.9416;-16.8343;-19.154;-20.212;-18.4084;-20.8407;-9.04752;1.74555;6.97174;9.74432;9.55197;6.92856;8.35763;1.46642;-1.88182;-2.15991;-17.3578;-3.40941;-4.05799;-2.80948;1.10072;-4.64785;-5.30129;-3.93712;-1.14317;-4.12609;-1.35851;-2.12311;-3.95954;-3.24052;-6.14694;-4.29578;-6.01059;-1.98695;8.86736;16.8212;19.2396;10.9484;6.6176;1.45143;2.28279;2.70863;-9.13774;-5.94158;-7.53406;-9.90203;-12.3485;-6.52538;869.854003906;0.0667707398534;214.791702271;L;16a01Lb.wav
12.6589;13.2646;16.3664;13.215;14.7556;19.6567;12.7267;7.88406;1.91638;-1.13383;-6.46691;-5.95755;-4.83172;1.59218;7.32624;4.78024;-1.98129;5.97606;6.9471;0.528966;4.42215;-0.00896676;-1.62699;-8.94282;-16.4063;-16.2427;-18.9227;-6.81413;-5.8827;-7.24556;-9.11353;-5.93833;2.6442;8.60038;10.5625;-3.20859;-12.6189;-20.1975;-17.6223;-21.8814;-20.3992;-18.9609;-17.4638;-13.1028;-18.3796;-4.82863;-0.310228;-9.52279;-8.96716;-19.2386;-15.3969;-14.7506;-13.3292;-9.33396;-2.17082;3.89914;1.76825;0.488824;-3.81499;-2.56128;-2.34794;-5.21738;-1.50489;0.29229;-3.10961;-13.3597;-15.5704;-14.0794;-14.5754;-9.52409;1222.32519531;0.0808201953769;170.801452637;W;16b01Wa.wav
22.7185;20.8198;20.0931;14.5376;20.1285;23.4308;26.4993;22.6922;19.0131;19.1129;25.0512;21.1548;21.4408;19.5063;22.7493;21.6671;21.1992;16.5712;16.1738;9.00351;12.7276;13.2026;13.0135;10.155;12.4821;13.4906;12.3061;11.691;11.309;15.3232;15.477;14.2981;12.2479;13.0738;14.376;11.0892;11.1115;14.4855;11.6119;9.01892;9.46817;11.528;11.441;11.6561;17.9286;21.7556;22.4876;19.813;8.14477;11.4392;16.1632;17.3226;16.4436;15.7946;12.8159;12.5933;9.48065;9.26342;6.73564;10.3708;8.94727;7.9831;10.9651;11.8212;7.69417;7.0902;10.221;12.5487;11.4931;13.2626;4091.82177734;0.0315579399467;124.698318481;L;10b03La.wav
16.18;15.8164;14.8062;13.7699;15.6094;15.2579;16.5181;10.7276;14.8484;15.2372;9.41722;12.5625;13.8456;13.9797;14.9794;13.2699;11.89;10.439;9.54416;6.62373;-2.54642;-0.92789;-3.26758;-0.465041;2.18645;-6.86038;7.51898;5.18974;-1.61051;0.503894;3.08087;1.89478;0.788624;-1.98209;-4.99222;5.10492;10.4968;10.2364;3.43034;-1.41139;2.23434;-0.0570265;4.70157;12.1613;22.4934;23.5884;7.24778;11.9515;4.11438;-2.04758;-3.89776;-2.70241;-2.51061;-2.45939;2.48823;-2.55927;1.25115;2.65031;-1.81955;-3.29893;3.72302;3.42132;6.26316;3.18638;-10.0139;4.16365;10.3342;4.29254;11.3108;7.18906;5147.30761719;0.063664406538;218.14616394;N;16a07Nb.wav
18.7159;17.3066;17.322;6.99364;10.3617;11.8503;1.29678;3.22466;1.87506;-3.32609;-3.68462;-5.41617;-8.80838;-5.94446;-9.54174;-6.82891;-9.8597;-8.97186;-9.33349;-8.22124;-8.46186;-9.48989;-11.2015;-12.728;-5.14585;-0.997003;-0.338296;-3.1772;-4.45137;0.587507;-2.86474;-3.11839;-3.80405;-7.85677;-3.08692;-1.4396;1.85146;3.7438;3.71251;12.9361;18.0864;20.6842;10.4523;-5.78196;11.8247;2.59617;-2.76002;-6.80288;-6.30964;-0.614353;0.30197;4.7816;11.8793;14.4564;10.0562;5.639;4.55387;10.873;14.7461;11.6367;15.6631;7.07856;10.4744;5.93996;-0.114738;-5.17922;-9.07311;-4.4845;-11.1483;-7.49419;2234.50488281;0.0448013991117;414.591827393;F;08b02Ff.wav
16.3762;17.7883;25.4781;26.2242;16.835;21.6517;21.5766;11.8883;14.517;13.7639;8.51301;10.9203;10.4754;11.5097;8.04696;7.39652;5.25303;3.88126;5.91428;5.76252;1.86551;2.72102;3.6419;5.86637;5.15389;10.5607;20.7809;21.5987;23.5297;8.42164;22.4096;20.1165;14.6817;14.9183;9.87487;6.45726;8.14214;5.22059;7.16523;4.14003;5.26;8.24762;10.7535;9.71584;9.25693;8.12617;8.23771;8.75874;8.68968;10.1424;7.23774;4.85196;7.40955;10.2656;12.5187;11.6897;21.2744;3.88038;9.95543;19.4935;20.8688;7.68739;12.0381;11.8554;8.84585;8.73301;6.4323;11.7625;18.3639;15.0204;719.895141602;0.0452348664403;143.93119812;N;12a01Nb.wav
23.2075;21.122;27.1447;26.4977;23.6342;25.9817;27.5137;23.5889;15.5499;26.1315;25.6261;27.8832;27.8296;24.6449;26.9243;27.7581;28.9176;30.0069;24.9624;19.4931;6.17181;3.25047;8.47494;8.61985;11.6843;3.30635;6.32805;4.7339;4.30573;11.4475;5.23517;5.02156;1.92581;8.77269;7.37103;9.26733;6.86996;0.993846;11.2826;7.4937;7.76766;10.4048;13.2878;12.4826;11.2679;10.5914;8.67986;8.66203;3.98184;5.52452;10.9457;19.2039;17.0486;18.3596;21.3661;18.3994;12.5376;13.9276;17.5476;15.1179;17.1027;23.6463;25.9937;28.7984;25.1161;23.58;21.0184;14.0338;9.36981;10.1351;1786.66271973;0.0400610715151;106.482078552;T;11a05Td.wav
26.71;26.6004;21.8636;21.1358;28.0856;23.9419;7.73472;11.3204;2.44728;-5.3626;-7.36029;-17.9171;-18.8349;-15.2906;-6.75201;1.29479;6.77985;11.0445;10.6311;-3.00964;-1.86506;-2.13926;4.67661;5.62174;-6.43852;-6.1356;-6.45129;-16.8904;-15.4513;-19.3722;-14.5681;-19.882;-18.4842;-18.137;-14.5063;-13.1655;-8.89583;-7.63409;-7.59461;-11.4218;-5.8522;-12.9081;-14.4897;-13.1165;-16.158;-15.6651;-17.1447;-20.2449;-20.1181;-19.0213;-21.0515;-6.50338;0.616636;-4.72345;-5.86192;-4.99968;-1.44366;-1.74216;-0.857926;-6.01282;-8.82272;-16.0916;-12.8853;-12.4151;-20.2179;5.33682;17.5391;14.7053;14.3601;10.5029;1612.40673828;0.0445780865848;309.436981201;F;14a02Fd.wav
31.5383;30.6615;28.3615;29.7881;30.2018;26.9865;32.8876;15.3287;19.7909;22.0204;23.5441;18.0706;21.6886;18.2935;24.0858;23.8461;19.0149;12.5615;11.4384;11.0773;5.64431;8.90631;11.0718;6.45629;5.9767;9.89162;9.09821;8.05538;8.21186;8.79142;8.7531;8.74284;8.43581;17.3262;16.2723;12.844;21.9527;15.3919;17.8865;24.1589;20.5443;19.791;19.3724;20.1935;15.2312;18.9658;19.7107;17.8011;19.1177;21.6806;22.9359;24.4998;20.8285;20.0887;22.6027;24.0232;23.2707;16.14;15.1141;13.2023;11.0266;14.8591;12.3513;11.0596;14.802;16.9229;24.1192;24.1613;25.4068;29.4694;2964.9140625;0.0371564663947;163.128448486;T;13a05Tc.wav
